住所コード,市区町村名,大字名,字丁目名,街区,地番_戸番,建物名,階数,建物分類,総部屋数,目標物数,個人の家屋数,事業所数,空き部屋数,その他数,目標物比率,個人の家屋比率,事業所比率,空き部屋比率,その他比率,面積,延床面積,目標物総面積,目標物平均面積,個人の家屋総面積,個人の家屋平均面積,空き部屋総面積,空き部屋平均面積,事業所総面積,事業所平均面積,その他総面積,その他平均面積,飲食件数,物販_食品_件数,物販_衣料_件数,物販_日用雑貨_件数,サービス_レンタル_件数,サービス_冠婚葬祭_件数,サービス_生活関連_件数,サービス_自動車_件数,サービス_その他_件数,量販店件数,金融_保険件数,不動産件数,インフラ件数,専門職件数,スポーツ施設件数,娯楽件数,ホテル_旅館件数,医療_福祉件数,公共件数,教育件数,宅配_引越_郵便件数,運輸件数,建設_設備件数,自動車関連件数,協同組合件数,宗教関連件数,一般業件数,経度,緯度,部屋数推定フラグ,地域冷暖房フラグ,地域冷暖房計画区域
13102,中央区,銀座,６丁目,16,5,銀座さ可井小川ビル,7,3001,11,0,1,10,0,0,0,9.09,90.91,0,0,96.66,676.62,0,0,32.22,32.22,0,0,644.4,64.44,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,139.7660525,35.6677178,0,,
13102,中央区,銀座,６丁目,17,1,銀座６丁目―ＳＱＵＡＲＥ,16,3004,19,0,0,2,0,17,0,0,10.53,0,89.47,3524.37,63438.66,0,0,0,0,0,0,5286.56,2643.28,58152.11,3420.71,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7665492,35.6675333,0,1,東銀座
13102,中央区,銀座,６丁目,18,2,野村不動産銀座ビル,16,3004,22,2,0,5,0,15,9.09,0,22.73,0,68.18,3414.5,64875.5,2276.33,1138.17,0,0,0,0,11381.67,2276.33,51217.5,3414.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,139.7669728,35.6669389,0,1,東銀座
13102,中央区,銀座,７丁目,3,7,ブランエスパ銀座,13,3004,15,0,0,13,0,2,0,0,86.67,0,13.33,254.61,3819.15,0,0,0,0,0,0,3309.93,254.61,509.22,254.61,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,139.7604647,35.6703111,0,,
13102,中央区,銀座,７丁目,3,5,ヒューリック銀座７丁目ビル,9,3004,23,0,0,20,0,3,0,0,86.96,0,13.04,1280.76,14088.36,0,0,0,0,0,0,12764.91,638.25,1323.45,441.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,139.7608228,35.6706714,0,,
13102,中央区,銀座,７丁目,4,12,銀座メディカルビル,9,3004,22,0,0,22,0,0,0,0,100,0,0,459.33,5052.63,0,0,0,0,0,0,5052.63,229.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7606981,35.6698022,0,,
13102,中央区,銀座,７丁目,4,17,電通銀座ビル,8,3004,18,0,0,10,0,8,0,0,55.56,0,44.44,648.55,6485.5,0,0,0,0,0,0,2594.2,259.42,3891.3,486.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7612936,35.6703872,0,,
13102,中央区,銀座,７丁目,6,6,丸源第２４ビル,6,3004,8,0,0,1,0,7,0,0,12.5,0,87.5,170.51,1364.08,0,0,0,0,0,0,170.51,170.51,1193.57,170.51,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7618639,35.6696653,0,,
13102,中央区,銀座,７丁目,6,19,ソワレ・ド・銀座弥生ビル,9,3004,74,0,0,73,0,1,0,0,98.65,0,1.35,415.62,4156.2,0,0,0,0,0,0,3740.58,51.24,415.62,415.62,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7617758,35.6698286,0,,
13102,中央区,銀座,７丁目,8,1,銀座梅林ビル,13,3004,14,0,0,13,0,1,0,0,92.86,0,7.14,73.91,1034.74,0,0,0,0,0,0,960.83,73.91,73.91,73.91,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,139.7627311,35.6695372,0,,
13102,中央区,銀座,７丁目,9,20,銀座ライオン七丁目ビル,6,3001,6,0,0,6,0,0,0,0,100,0,0,497.36,2984.16,0,0,0,0,0,0,2984.16,497.36,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7632925,35.6691383,0,,
13102,中央区,銀座,７丁目,9,18,ニコラス・Ｇ・ハイエックセンター,14,3004,23,0,0,23,0,0,0,0,100,0,0,448.01,6720.15,0,0,0,0,0,0,6720.15,292.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7630767,35.6689511,0,,
13102,中央区,銀座,７丁目,9,15,ギンザジーキューブ,12,3004,13,0,0,9,0,4,0,0,69.23,0,30.77,410.63,5338.19,0,0,0,0,0,0,3695.67,410.63,1642.52,410.63,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7628181,35.6686931,0,,
13102,中央区,銀座,７丁目,10,5,デュープレックス銀座タワー７／１０,13,1002,69,0,2,19,48,0,0,2.9,27.54,69.57,0,250.6,3508.4,0,0,83.53,41.77,2213.63,46.12,1211.23,63.75,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,139.7633686,35.6686253,0,,
13102,中央区,銀座,７丁目,10,9,イビススタイルズ東京銀座,13,3004,2,0,0,2,0,0,0,0,100,0,0,244.45,3177.85,0,0,0,0,0,0,3177.85,1588.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7630353,35.6682808,0,,
