ID,住所コード,市区町村名,大字名,字丁目名,街区,地番_戸番,建物名,階数,建物分類,総部屋数,目標物数,個人の家屋数,事業所数,空き部屋数,その他数,目標物比率,個人の家屋比率,事業所比率,空き部屋比率,その他比率,面積,延床面積,目標物総面積,目標物平均面積,個人の家屋総面積,個人の家屋平均面積,空き部屋総面積,空き部屋平均面積,事業所総面積,事業所平均面積,その他総面積,その他平均面積,飲食件数,物販_食品_件数,物販_衣料_件数,物販_日用雑貨_件数,サービス_レンタル_件数,サービス_冠婚葬祭_件数,サービス_生活関連_件数,サービス_自動車_件数,サービス_その他_件数,量販店件数,金融_保険件数,不動産件数,インフラ件数,専門職件数,スポーツ施設件数,娯楽件数,ホテル_旅館件数,医療_福祉件数,公共件数,教育件数,宅配_引越_郵便件数,運輸件数,建設_設備件数,自動車関連件数,協同組合件数,宗教関連件数,一般業件数,経度,緯度,部屋数推定フラグ,地域冷暖房フラグ,地域冷暖房計画区域,is_target,building_usage,building_usage_detailed,by_google_map,floor_area,building_usage_detailed_sim,CL
8165,13102,中央区,日本橋蛎殻町,１丁目,6,7,オーシャンエステート（株）,0,2012,1,0,0,1,0,0,0,0,100,0,0,49.56,99.12,0,0,0,0,0,0,99.12,99.12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7823153,35.6823414,0,,,TRUE,01_Office,Office,FALSE,99.12,Office,CL1
8166,13102,中央区,日本橋蛎殻町,１丁目,6,4,エステムプラザ日本橋,13,1002,39,0,0,0,38,1,0,0,0,97.44,2.56,149.38,1941.94,0,0,0,0,1792.56,47.17,0,0,149.38,149.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.782245,35.6824767,0,,,FALSE,,,FALSE,149.38,,
8167,13102,中央区,日本橋蛎殻町,１丁目,6,4,第三カネタツビル,8,3003,42,0,0,27,14,1,0,0,64.29,33.33,2.38,170.37,1533.33,0,0,0,0,556.95,39.78,942.31,34.9,34.07,34.07,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,139.78215,35.6824289,0,,,TRUE,01_Office,Office,FALSE,976.38,Office,CL3
8168,13102,中央区,日本橋蛎殻町,１丁目,6,5,都寿司,4,1008,2,0,1,1,0,0,0,50,50,0,0,100.87,403.48,0,0,302.61,302.61,0,0,100.87,100.87,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7823975,35.6825489,0,,,TRUE,01_Office,Office,FALSE,100.87,Office,CL1
8169,13102,中央区,日本橋蛎殻町,１丁目,6,11,伊藤ビル,5,3003,8,0,2,5,0,1,0,25,62.5,0,12.5,72.87,364.35,0,0,60.73,30.36,0,0,279.34,55.87,24.29,24.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7822347,35.6821725,0,,,TRUE,01_Office,Office,FALSE,303.63,Office,CL2
8170,13102,中央区,日本橋蛎殻町,１丁目,6,3,ＶＯＲＴ茅場町１,9,3004,12,0,0,11,0,1,0,0,91.67,0,8.33,154.44,1544.4,0,0,0,0,0,0,1389.96,126.36,154.44,154.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7820589,35.6823819,0,,,TRUE,01_Office,Office,FALSE,1544.4,Office,CL4
8171,13102,中央区,日本橋蛎殻町,１丁目,6,11,コートラクリア日本橋,9,1002,9,0,0,0,8,1,0,0,0,88.89,11.11,66.24,596.16,0,0,0,0,529.92,66.24,0,0,66.24,66.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7823061,35.6822253,0,,,FALSE,,,FALSE,66.24,,
8172,13102,中央区,日本橋蛎殻町,１丁目,6,7,,3,1001,1,0,1,0,0,0,0,100,0,0,0,41.44,124.32,0,0,124.32,124.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7823522,35.6823667,0,,,FALSE,,,FALSE,124.32,,
8173,13102,中央区,日本橋蛎殻町,１丁目,6,,クレヴィア日本橋,10,1002,10,0,10,0,0,0,0,100,0,0,0,248.37,2483.7,0,0,2483.7,248.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7824858,35.6823797,1,,,FALSE,,,FALSE,2483.7,,
8174,13102,中央区,日本橋蛎殻町,１丁目,6,2,,0,1001,2,0,2,0,0,0,0,100,0,0,0,53.43,106.86,0,0,106.86,53.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7822314,35.6823014,0,,,FALSE,,,FALSE,106.86,,
8175,13102,中央区,日本橋蛎殻町,１丁目,7,9,ＴＱ茅場町,9,3004,11,0,0,11,0,0,0,0,100,0,0,185.96,1859.6,0,0,0,0,0,0,1859.6,169.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7819144,35.6828136,0,,,TRUE,01_Office,Office,FALSE,1859.6,Office,CL4
8176,13102,中央区,日本橋蛎殻町,１丁目,7,7,銀杏八幡宮,0,2026,1,1,0,0,0,0,100,0,0,0,0,22.56,45.12,45.12,45.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7820425,35.6829164,0,,,FALSE,,,FALSE,45.12,,
8177,13102,中央区,日本橋蛎殻町,１丁目,7,4,蛎殻町一丁目北部町会事務所,0,2027,1,0,0,1,0,0,0,0,100,0,0,21.42,42.84,0,0,0,0,0,0,42.84,42.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7819994,35.6828961,0,,,TRUE,01_Office,Office,FALSE,42.84,Office,CL1
8178,13102,中央区,日本橋蛎殻町,１丁目,7,7,,0,1001,1,0,1,0,0,0,0,100,0,0,0,22.67,45.34,0,0,45.34,45.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7820306,35.6828575,1,,,FALSE,,,FALSE,45.34,,
8179,13102,中央区,日本橋蛎殻町,１丁目,7,9,オンラインビル,8,3004,8,0,0,7,0,1,0,0,87.5,0,12.5,165.78,1326.24,0,0,0,0,0,0,1160.46,165.78,165.78,165.78,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,139.7817556,35.6827472,0,,,TRUE,01_Office,Office,FALSE,1326.24,Office,CL4
8180,13102,中央区,日本橋蛎殻町,１丁目,8,3,メゾン阿部,3,1002,1,0,1,0,0,0,0,100,0,0,0,50.66,151.98,0,0,151.98,151.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7817983,35.6830136,0,,,FALSE,,,FALSE,151.98,,
8181,13102,中央区,日本橋蛎殻町,１丁目,8,1,栄楽ビル,4,3003,6,0,2,2,0,2,0,33.33,33.33,0,33.33,46.52,186.08,0,0,62.03,31.01,0,0,31.01,15.51,93.04,46.52,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7816383,35.6828208,0,,,TRUE,04_Retail,SpecialityShop_or_HousingClothingSuper,FALSE,124.05,SpecialityShop,
8182,13102,中央区,日本橋蛎殻町,１丁目,8,8,,0,1001,1,0,1,0,0,0,0,100,0,0,0,31.71,63.42,0,0,63.42,63.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7817847,35.6829111,0,,,FALSE,,,FALSE,63.42,,
8183,13102,中央区,日本橋蛎殻町,１丁目,8,3,,4,1001,1,0,1,0,0,0,0,100,0,0,0,31.92,127.68,0,0,127.68,127.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7817553,35.6829911,0,,,FALSE,,,FALSE,127.68,,
8184,13102,中央区,日本橋蛎殻町,１丁目,8,8,,0,1001,2,0,2,0,0,0,0,100,0,0,0,33.02,66.04,0,0,66.04,33.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7817519,35.6828931,0,,,FALSE,,,FALSE,66.04,,
8185,13102,中央区,日本橋蛎殻町,１丁目,8,4,ＴーＲＯＯＭＳ２,4,3004,2,0,0,2,0,0,0,0,100,0,0,48.53,194.12,0,0,0,0,0,0,194.12,97.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7818842,35.6830494,0,,,TRUE,01_Office,Office,FALSE,194.12,Office,CL1
8186,13102,中央区,日本橋蛎殻町,１丁目,8,7,,0,1001,1,0,1,0,0,0,0,100,0,0,0,34.78,69.56,0,0,69.56,69.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7818189,35.6829289,0,,,FALSE,,,FALSE,69.56,,
8187,13102,中央区,日本橋蛎殻町,１丁目,8,7,,0,1001,1,0,1,0,0,0,0,100,0,0,0,39.58,79.16,0,0,79.16,79.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7818575,35.6829483,0,,,FALSE,,,FALSE,79.16,,
8188,13102,中央区,日本橋蛎殻町,１丁目,8,4,,3,1001,3,0,3,0,0,0,0,100,0,0,0,36.3,108.9,0,0,108.9,36.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7818458,35.68303,1,,,FALSE,,,FALSE,108.9,,
8189,13102,中央区,日本橋蛎殻町,１丁目,8,2,ヴェラハイツ日本橋蛎殻町,8,3003,51,0,3,16,31,1,0,5.88,31.37,60.78,1.96,203.56,1628.48,0,0,87.24,29.08,1012.95,32.68,494.36,30.9,33.93,33.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7816311,35.6828989,0,,,TRUE,01_Office,Office,FALSE,528.29,Office,CL3
8190,13102,中央区,日本橋蛎殻町,１丁目,8,3,ＲｏｊｉＵｒａマーケット,0,2027,1,0,0,1,0,0,0,0,100,0,0,56.02,112.04,0,0,0,0,0,0,112.04,112.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7817094,35.6829678,0,,,TRUE,04_Retail,Grocery,FALSE,112.04,SpecialityShop,
8191,13102,中央区,日本橋蛎殻町,１丁目,8,5,ザ・パークハウス日本橋蛎殻町,10,1002,33,0,5,1,26,1,0,15.15,3.03,78.79,3.03,224.5,2245,0,0,336.75,67.35,1608.92,61.88,74.83,74.83,224.5,224.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7819928,35.6830375,0,,,FALSE,,,FALSE,299.33,,
8192,13102,中央区,日本橋蛎殻町,１丁目,9,1,日本橋蛎殻町アポテックビル,8,3003,9,0,1,8,0,0,0,11.11,88.89,0,0,125.74,1005.92,0,0,125.74,125.74,0,0,880.18,110.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,139.7815267,35.6830564,0,,,TRUE,01_Office,Office,FALSE,880.18,Office,CL3
8193,13102,中央区,日本橋蛎殻町,１丁目,9,1,スプリングビル,3,3004,5,0,0,3,0,2,0,0,60,0,40,80.98,242.94,0,0,0,0,0,0,80.98,26.99,161.96,80.98,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,139.7814764,35.6831311,0,,,TRUE,01_Office,Office,FALSE,242.94,Office,CL2
8194,13102,中央区,日本橋蛎殻町,１丁目,9,,,3,1001,1,0,1,0,0,0,0,100,0,0,0,76.88,230.64,0,0,230.64,230.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7815994,35.6831358,0,,,FALSE,,,FALSE,230.64,,
8195,13102,中央区,日本橋蛎殻町,１丁目,9,9,スカイコート日本橋３,11,1002,74,0,0,0,73,1,0,0,0,98.65,1.35,269.34,2962.74,0,0,0,0,2895.41,39.66,0,0,67.34,67.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7817136,35.6831867,0,,,FALSE,,,FALSE,67.34,,
8196,13102,中央区,日本橋蛎殻町,１丁目,9,3,グランドコンシェルジュ日本橋,13,1002,63,0,0,0,62,1,0,0,0,98.41,1.59,306.03,3978.39,0,0,0,0,3825.38,61.7,0,0,153.02,153.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7814325,35.6832286,0,,,FALSE,,,FALSE,153.02,,
8197,13102,中央区,日本橋蛎殻町,１丁目,9,5,大鷲ビル,4,3004,4,0,0,1,0,3,0,0,25,0,75,49.63,198.52,0,0,0,0,0,0,49.63,49.63,148.89,49.63,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7815661,35.6833369,0,,,TRUE,01_Office,Office,FALSE,198.52,Office,CL1
8198,13102,中央区,日本橋蛎殻町,１丁目,9,5,西山印刷（株）,3,3003,3,0,1,2,0,0,0,33.33,66.67,0,0,97.62,292.86,0,0,195.24,195.24,0,0,97.62,48.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7816319,35.6833178,0,,,TRUE,01_Office,Office,FALSE,97.62,Office,CL1
8199,13102,中央区,日本橋蛎殻町,１丁目,9,5,産經新聞日本橋専売所,5,2004,1,0,0,1,0,0,0,0,100,0,0,70.5,352.5,0,0,0,0,0,0,352.5,352.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7816822,35.6833731,0,,,TRUE,04_Retail,SpecialityShop_or_HousingClothingSuper,FALSE,352.5,HousingClothingSuper,
8200,13102,中央区,日本橋蛎殻町,１丁目,9,7,大間知ビル,4,3001,10,0,0,8,0,2,0,0,80,0,20,83.92,335.68,0,0,0,0,0,0,230.78,28.85,104.9,52.45,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7818008,35.6832933,0,,,TRUE,01_Office,Office,FALSE,335.68,Office,CL2
8201,13102,中央区,日本橋蛎殻町,１丁目,9,8,（株）賛工家具,3,2004,1,0,0,1,0,0,0,0,100,0,0,42.8,128.4,0,0,0,0,0,0,128.4,128.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7818717,35.6832233,0,,,TRUE,04_Retail,SpecialityShop_or_HousingClothingSuper,FALSE,128.4,SpecialityShop,
8202,13102,中央区,日本橋蛎殻町,１丁目,9,4,やじきた,3,1008,2,0,1,1,0,0,0,50,50,0,0,48.95,146.85,0,0,97.9,97.9,0,0,48.95,48.95,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7815158,35.6833119,0,,,TRUE,01_Office,Office,FALSE,48.95,Office,CL1
8203,13102,中央区,日本橋蛎殻町,１丁目,9,7,,0,1001,1,0,1,0,0,0,0,100,0,0,0,48.69,97.38,0,0,97.38,97.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7818567,35.6832622,0,,,FALSE,,,FALSE,97.38,,
8204,13102,中央区,日本橋蛎殻町,１丁目,9,5,ＧＥＭＩＮＩーＯＮＥ,5,3004,7,0,0,6,0,1,0,0,85.71,0,14.29,121.67,730.02,0,0,0,0,0,0,608.35,101.39,121.67,121.67,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7817456,35.6834058,0,,,TRUE,04_Retail,SpecialityShop_or_HousingClothingSuper,FALSE,730.02,HousingClothingSuper,
8205,13102,中央区,日本橋蛎殻町,１丁目,10,7,東京砂糖協会ビル,4,3004,8,0,0,5,0,3,0,0,62.5,0,37.5,65.66,262.64,0,0,0,0,0,0,118.19,23.64,144.45,48.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,139.7815314,35.6834986,0,,,TRUE,01_Office,Office,FALSE,262.64,Office,CL2
8206,13102,中央区,日本橋蛎殻町,１丁目,10,8,庄勢ビル,5,3003,6,0,1,2,0,3,0,16.67,33.33,0,50,57.95,289.75,0,0,28.98,28.98,0,0,86.93,43.46,173.85,57.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.78147,35.6834661,0,,,TRUE,01_Office,Office,FALSE,260.78,Office,CL2
8207,13102,中央区,日本橋蛎殻町,１丁目,10,2,東横イン日本橋人形町,12,2017,1,0,0,1,0,0,0,0,100,0,0,286.98,3443.76,0,0,0,0,0,0,3443.76,3443.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,139.7812517,35.6834225,0,,,TRUE,02_Hotel,Hotel,FALSE,3443.76,Hotel,CL5
8208,13102,中央区,日本橋蛎殻町,１丁目,10,7,蛎殻町ビル,6,3004,11,0,0,10,0,1,0,0,90.91,0,9.09,189.41,1325.87,0,0,0,0,0,0,1136.46,113.65,189.41,189.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,139.7815875,35.6835789,0,,,TRUE,01_Office,Office,FALSE,1325.87,Office,CL4
8209,13102,中央区,日本橋蛎殻町,１丁目,10,4,,0,1001,1,0,1,0,0,0,0,100,0,0,0,66.89,133.78,0,0,133.78,133.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7814756,35.6835703,1,,,FALSE,,,FALSE,133.78,,
8210,13102,中央区,日本橋蛎殻町,１丁目,10,4,宮田ビル,5,3001,6,0,1,4,0,1,0,16.67,66.67,0,16.67,131.14,655.7,0,0,65.57,65.57,0,0,458.99,114.75,131.14,131.14,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,139.7813789,35.6835217,0,,,TRUE,04_Retail,SpecialityShop_or_HousingClothingSuper,FALSE,590.13,HousingClothingSuper,
8211,13102,中央区,日本橋蛎殻町,１丁目,10,1,ＮＩＳＳＯＧｏｅｔｈＨｏｕｓｅ,7,3003,12,0,1,11,0,0,0,8.33,91.67,0,0,80.35,562.45,0,0,16.07,16.07,0,0,546.38,49.67,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,139.7812817,35.6833408,0,,,TRUE,04_Retail,SpecialityShop_or_HousingClothingSuper,FALSE,546.38,HousingClothingSuper,
8212,13102,中央区,日本橋蛎殻町,１丁目,11,9,,3,1001,1,0,1,0,0,0,0,100,0,0,0,35.58,106.74,0,0,106.74,106.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7811164,35.6835489,0,,,FALSE,,,FALSE,106.74,,
8213,13102,中央区,日本橋蛎殻町,１丁目,11,5,ＲＡＳＡ日本橋ビル,8,3004,13,0,0,13,0,0,0,0,100,0,0,476.77,3814.16,0,0,0,0,0,0,3814.16,293.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7813256,35.6837586,0,,,TRUE,01_Office,Office,FALSE,3814.16,Office,CL5
8214,13102,中央区,日本橋蛎殻町,１丁目,11,9,,0,1001,1,0,1,0,0,0,0,100,0,0,0,22.36,44.72,0,0,44.72,44.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7811808,35.6835836,0,,,FALSE,,,FALSE,44.72,,
8215,13102,中央区,日本橋蛎殻町,１丁目,11,10,ＮｉｈｏｎｂａｓｈｉＯＫＢｌｄｇ,8,3003,11,0,0,10,1,0,0,0,90.91,9.09,0,132.92,1063.36,0,0,0,0,132.92,132.92,930.44,93.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7810097,35.6835081,0,,,TRUE,01_Office,Office,FALSE,930.44,Office,CL3
8216,13102,中央区,日本橋蛎殻町,１丁目,11,9,ぽんしゅ家,3,3004,2,0,0,2,0,0,0,0,100,0,0,34.99,104.97,0,0,0,0,0,0,104.97,52.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7812158,35.6836011,0,,,TRUE,01_Office,Office,FALSE,104.97,Office,CL1
8217,13102,中央区,日本橋蛎殻町,１丁目,11,9,宏羽（株）,4,3004,2,0,0,2,0,0,0,0,100,0,0,25.96,103.84,0,0,0,0,0,0,103.84,51.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7811522,35.6835678,0,,,TRUE,01_Office,Office,FALSE,103.84,Office,CL1
8218,13102,中央区,日本橋蛎殻町,１丁目,11,8,,4,1001,2,0,2,0,0,0,0,100,0,0,0,41.62,166.48,0,0,166.48,83.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7813031,35.6836472,0,,,FALSE,,,FALSE,166.48,,
8219,13102,中央区,日本橋蛎殻町,１丁目,11,3,中銀日本橋ビル中銀日本橋マンシオン,11,1002,104,0,1,11,91,1,0,0.96,10.58,87.5,0.96,378.13,4159.43,0,0,42.01,42.01,3445.18,37.86,596.61,54.24,75.63,75.63,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,139.7810119,35.6836161,0,,,FALSE,,,FALSE,672.24,,
8220,13102,中央区,日本橋蛎殻町,１丁目,12,9,カモツル日本橋ビル,8,3004,10,0,0,10,0,0,0,0,100,0,0,184.64,1477.12,0,0,0,0,0,0,1477.12,147.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7821961,35.6841461,0,,,TRUE,01_Office,Office,FALSE,1477.12,Office,CL4
8221,13102,中央区,日本橋蛎殻町,１丁目,12,4,ザ・パークハウス日本橋蛎殻町レジデンス,14,1002,129,0,0,0,127,2,0,0,0,98.45,1.55,817.21,12258.15,0,0,0,0,10623.73,83.65,0,0,1634.42,817.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7817519,35.6839603,0,,,FALSE,,,FALSE,1634.42,,
8222,13102,中央区,日本橋蛎殻町,１丁目,12,6,ＫＳビル,8,3004,9,0,0,7,0,2,0,0,77.78,0,22.22,232.75,2094.75,0,0,0,0,0,0,1629.25,232.75,465.5,232.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7820281,35.6840986,0,,,TRUE,01_Office,Office,FALSE,2094.75,Office,CL5
8223,13102,中央区,日本橋蛎殻町,１丁目,12,7,ＷＡＣＲＯＳＳＮＩＮＧＹＯＣＨＯ,8,3004,8,0,0,7,0,1,0,0,87.5,0,12.5,159.15,1273.2,0,0,0,0,0,0,1114.05,159.15,159.15,159.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,139.7821336,35.6842222,0,,,TRUE,01_Office,Office,FALSE,1273.2,Office,CL4
8224,13102,中央区,日本橋蛎殻町,１丁目,12,6,寿ビル,5,3004,6,0,0,6,0,0,0,0,100,0,0,54.88,274.4,0,0,0,0,0,0,274.4,45.73,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,139.7820358,35.684175,0,,,TRUE,01_Office,Office,FALSE,274.4,Office,CL2
8225,13102,中央区,日本橋蛎殻町,１丁目,13,4,第１テイケイビル,5,3004,5,0,0,5,0,0,0,0,100,0,0,151.67,758.35,0,0,0,0,0,0,758.35,151.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7819394,35.6838167,0,,,TRUE,01_Office,Office,FALSE,758.35,Office,CL3
8226,13102,中央区,日本橋蛎殻町,１丁目,13,4,ビル,5,3003,10,0,2,5,0,3,0,20,50,0,30,60.17,300.85,0,0,20.06,10.03,0,0,100.28,20.06,180.51,60.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7820383,35.6838703,0,,,TRUE,01_Office,Office,FALSE,280.79,Office,CL2
8227,13102,中央区,日本橋蛎殻町,１丁目,13,1,ユニゾ蛎殻町北島ビル,5,3004,16,0,0,16,0,0,0,0,100,0,0,364.56,2551.92,0,0,0,0,0,0,2551.92,159.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,139.7818986,35.6837069,0,,,TRUE,01_Office,Office,FALSE,2551.92,Office,CL5
8228,13102,中央区,日本橋蛎殻町,１丁目,13,2,天麸羅天音,0,1008,2,0,1,1,0,0,0,50,50,0,0,138.5,277,0,0,138.5,138.5,0,0,138.5,138.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7817964,35.6837408,0,,,TRUE,06_Restaurant,UrbanRestaurant,FALSE,138.5,UrbanRestaurant,
8229,13102,中央区,日本橋蛎殻町,１丁目,13,7,日本橋人形町プレイス,7,2015,12,0,0,12,0,0,0,0,100,0,0,195.91,1567.28,0,0,0,0,0,0,1567.28,130.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,139.7823781,35.6839836,0,,,FALSE,,,FALSE,1567.28,,
8230,13102,中央区,日本橋蛎殻町,１丁目,13,10,（株）スターポイント,0,3003,3,0,1,2,0,0,0,33.33,66.67,0,0,32.03,64.06,0,0,32.03,32.03,0,0,32.03,16.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7821631,35.6838564,0,,,TRUE,01_Office,Office,FALSE,32.03,Office,CL1
